epoch,loss,val_acc,test_acc,avg_token_ratio,flop_reduction
1,5.181561,0.4359,0.4068,0.4700,0.7791
2,1.653670,0.6496,0.6864,0.4700,0.7791
3,1.099912,0.6581,0.7542,0.4700,0.7791
4,0.865686,0.7179,0.7458,0.4700,0.7791
5,0.711288,0.6154,0.6525,0.4700,0.7791
6,0.657290,0.6752,0.8220,0.4700,0.7791
7,0.543994,0.6923,0.7458,0.4700,0.7791
8,0.606502,0.7094,0.7373,0.4700,0.7791
9,0.582303,0.5043,0.4407,0.4700,0.7791
10,0.538312,0.6923,0.8136,0.4700,0.7791
11,0.504938,0.7179,0.7966,0.4700,0.7791
12,0.521410,0.7179,0.7627,0.4700,0.7791
13,0.529896,0.7179,0.8220,0.4700,0.7791
14,0.493662,0.5983,0.6610,0.4700,0.7791
15,0.480525,0.7009,0.7288,0.4700,0.7791
16,0.493078,0.5299,0.5847,0.4700,0.7791
17,0.508106,0.5983,0.5847,0.4700,0.7791
18,0.443008,0.6496,0.6017,0.4700,0.7791
19,0.505155,0.4359,0.4237,0.4700,0.7791
20,0.481133,0.6838,0.8220,0.4700,0.7791
21,0.444844,0.7350,0.7458,0.4700,0.7791
22,0.467323,0.5641,0.5085,0.4700,0.7791
23,0.466851,0.6325,0.6610,0.4700,0.7791
24,0.471030,0.7521,0.8051,0.4700,0.7791
25,0.451209,0.6410,0.6525,0.4700,0.7791
26,0.437402,0.6838,0.7881,0.4700,0.7791
27,0.439684,0.7265,0.7458,0.4700,0.7791
28,0.449279,0.6068,0.6017,0.4700,0.7791
29,0.584437,0.6325,0.6949,0.4700,0.7791
30,0.527486,0.7521,0.8729,0.4700,0.7791
31,0.486302,0.7009,0.8559,0.4700,0.7791
32,0.469792,0.5983,0.6864,0.4700,0.7791
33,0.449442,0.6410,0.7034,0.4700,0.7791
34,0.434774,0.7009,0.7712,0.4700,0.7791
35,0.383739,0.7265,0.7966,0.4700,0.7791
36,0.413273,0.7094,0.7627,0.4700,0.7791
37,0.392473,0.4872,0.4576,0.4700,0.7791
38,0.449438,0.6752,0.7373,0.4700,0.7791
39,0.413614,0.7692,0.8136,0.4700,0.7791
40,0.403604,0.7179,0.7458,0.4700,0.7791
41,0.410589,0.6923,0.8220,0.4700,0.7791
42,0.404614,0.7094,0.7712,0.4700,0.7791
43,0.445954,0.7179,0.8475,0.4700,0.7791
44,0.367225,0.5043,0.5000,0.4700,0.7791
45,0.372736,0.4359,0.4153,0.4700,0.7791
46,0.375046,0.7094,0.7881,0.4700,0.7791
47,0.344090,0.6496,0.7458,0.4700,0.7791
48,0.396626,0.7265,0.8220,0.4700,0.7791
49,0.345348,0.7265,0.8220,0.4700,0.7791
50,0.346436,0.7863,0.7881,0.4700,0.7791
51,0.304500,0.6838,0.8390,0.4700,0.7791
52,0.337436,0.6154,0.7203,0.4700,0.7791
53,0.355450,0.6239,0.6780,0.4700,0.7791
54,0.341702,0.6410,0.7627,0.4700,0.7791
55,0.338583,0.6154,0.6441,0.4700,0.7791
56,0.288952,0.6410,0.7203,0.4700,0.7791
57,0.340147,0.7094,0.7797,0.4700,0.7791
58,0.334160,0.6923,0.7881,0.4700,0.7791
59,0.271716,0.7350,0.8051,0.4700,0.7791
60,0.291510,0.6923,0.7966,0.4700,0.7791
61,0.250358,0.7265,0.7288,0.4700,0.7791
62,0.263655,0.6923,0.8136,0.4700,0.7791
63,0.246829,0.6923,0.7288,0.4700,0.7791
64,0.262939,0.7521,0.7881,0.4700,0.7791
65,0.259486,0.5128,0.5169,0.4700,0.7791
66,0.258925,0.6838,0.7458,0.4700,0.7791
67,0.252300,0.7265,0.7458,0.4700,0.7791
68,0.239630,0.7350,0.8220,0.4700,0.7791
69,0.195785,0.7436,0.8220,0.4700,0.7791
70,0.276214,0.7179,0.7373,0.4700,0.7791
71,0.233362,0.7607,0.7119,0.4700,0.7791
72,0.212763,0.7350,0.7797,0.4700,0.7791
73,0.240616,0.7436,0.7712,0.4700,0.7791
74,0.232916,0.6923,0.7542,0.4700,0.7791
75,0.226246,0.6838,0.7712,0.4700,0.7791
76,0.173538,0.6667,0.8136,0.4700,0.7791
77,0.250877,0.7265,0.8475,0.4700,0.7791
78,0.189398,0.6923,0.7373,0.4700,0.7791
79,0.220154,0.6752,0.7966,0.4700,0.7791
80,0.215906,0.7350,0.8136,0.4700,0.7791
81,0.207593,0.5897,0.6441,0.4700,0.7791
82,0.207884,0.6667,0.7797,0.4700,0.7791
83,0.179471,0.7436,0.7966,0.4700,0.7791
84,0.228644,0.7179,0.8475,0.4700,0.7791
85,0.218315,0.6923,0.7542,0.4700,0.7791
86,0.192373,0.7094,0.7627,0.4700,0.7791
87,0.227754,0.6752,0.7881,0.4700,0.7791
88,0.196467,0.7607,0.7797,0.4700,0.7791
89,0.225614,0.6923,0.7119,0.4700,0.7791
90,0.183428,0.6667,0.7203,0.4700,0.7791
91,0.207393,0.7009,0.8390,0.4700,0.7791
92,0.206958,0.7179,0.7373,0.4700,0.7791
93,0.175596,0.6838,0.7288,0.4700,0.7791
94,0.212516,0.6838,0.8051,0.4700,0.7791
95,0.213377,0.7094,0.8220,0.4700,0.7791
96,0.172179,0.7692,0.7881,0.4700,0.7791
97,0.148058,0.7436,0.7966,0.4700,0.7791
98,0.148886,0.7863,0.8475,0.4700,0.7791
99,0.231195,0.7179,0.7712,0.4700,0.7791
100,0.208402,0.7863,0.8390,0.4700,0.7791
